ASSESSMENT_UNIT_ID,ASSESSMENT_UNIT_NAME,PARAMETER_CODE_NAME,PARAMETER_STATUS_NAME,EPA_PARAM_IR_CATEGORY_ID,USE_NAME,ATTAINMENT_CODE_NAME,PARAMETER_ATTAINMENT
UT14070003-001_00,Johnson Valley,ESCHERICHIA COLI (E. COLI),Cause,5,Recreation and Aesthetics (Frequent Primary Contact),Not Supporting,Not meeting criteria
UT14070003-001_00,Johnson Valley,NUTRIENT/EUTROPHICATION BIOLOGICAL INDICATORS,Meeting Criteria,2,Aquatic Wildlife (Cold Water),Not Supporting,Meeting criteria
UT16020204-021_00,Little Cottonwood Creek-1,ESCHERICHIA COLI (E. COLI),Cause,4A,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria
UT16020204-021_00,Little Cottonwood Creek-1,BENTHIC MACROINVERTEBRATES BIOASSESSMENTS,Cause,5,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria
UT16020204-021_00,Little Cottonwood Creek-1,BENTHIC MACROINVERTEBRATES BIOASSESSMENTS,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT16020204-021_00,Little Cottonwood Creek-1,BENTHIC MACROINVERTEBRATES BIOASSESSMENTS,Cause,5,Agricultural,Not Supporting,Not meeting criteria
UT16020204-021_00,Little Cottonwood Creek-1,CADMIUM,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT16020204-021_00,Little Cottonwood Creek-1,TOTAL DISSOLVED SOLIDS (TDS),Cause,5,Agricultural,Not Supporting,Not meeting criteria
UT16020204-021_00,Little Cottonwood Creek-1,PH,Cause,5,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria
UT16020204-021_00,Little Cottonwood Creek-1,PH,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT16020204-021_00,Little Cottonwood Creek-1,PH,Cause,5,Agricultural,Not Supporting,Not meeting criteria
UT16020204-021_00,Little Cottonwood Creek-1,TEMPERATURE,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT14060009-001_00,Electric Lake Tributaries,NUTRIENT/EUTROPHICATION BIOLOGICAL INDICATORS,Meeting Criteria,2,Aquatic Wildlife (Cold Water),Insufficient Information,Meeting criteria
UT14060005-003_00,Ninemile,TEMPERATURE,Cause,4A,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT14060005-003_00,Ninemile,DISSOLVED OXYGEN,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT14060004-014_00,Strawberry River Upper,NUTRIENT/EUTROPHICATION BIOLOGICAL INDICATORS,Meeting Criteria,2,Aquatic Wildlife (Cold Water),Fully Supporting,Meeting criteria
UT-L-16020102-014_00,Pineview Reservoir,DISSOLVED OXYGEN,Cause,4A,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT-L-16020102-014_00,Pineview Reservoir,PH,Cause,4A,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT-L-16020102-014_00,Pineview Reservoir,"PHOSPHORUS, TOTAL",Cause,4A,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT-L-16020102-014_00,Pineview Reservoir,ESCHERICHIA COLI (E. COLI),Cause,5,Recreation and Aesthetics (Frequent Primary Contact),Not Supporting,Not meeting criteria
UT-L-16020102-014_00,Pineview Reservoir,TEMPERATURE,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT-L-16020102-014_00,Pineview Reservoir,HARMFUL ALGAL BLOOMS,Cause,5,Recreation and Aesthetics (Frequent Primary Contact),Not Supporting,Not meeting criteria
UT14060009-004_02,Bear Canyon-1,TOTAL DISSOLVED SOLIDS (TDS),Cause,4A,Agricultural,Not Supporting,Not meeting criteria
UT14060009-004_02,Bear Canyon-1,PH,Cause,5,Domestic Source,Not Supporting,Not meeting criteria
UT14060009-004_02,Bear Canyon-1,PH,Cause,5,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria
UT14060009-004_02,Bear Canyon-1,PH,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT14060009-004_02,Bear Canyon-1,PH,Cause,5,Agricultural,Not Supporting,Not meeting criteria
UT14060009-004_02,Bear Canyon-1,TEMPERATURE,Meeting Criteria,2,Aquatic Wildlife (Cold Water),Not Supporting,Meeting criteria
UT14060009-004_02,Bear Canyon-1,DISSOLVED OXYGEN,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT-L-16030004-001_00,Ninemile Reservoir,TEMPERATURE,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT-L-16030004-001_00,Ninemile Reservoir,PH,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT-L-16030004-001_00,Ninemile Reservoir,"PHOSPHORUS, TOTAL",Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT-L-16030004-001_00,Ninemile Reservoir,DISSOLVED OXYGEN,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT16020102-044_02,Centerville Canyon,COPPER,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT16010202-002_00,Newton Creek,"PHOSPHORUS, TOTAL",Cause,4A,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT16010202-002_00,Newton Creek,TEMPERATURE,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT-L-14060003-230_00,Big Sand Wash Reservoir,DISSOLVED OXYGEN,Meeting Criteria,2,Aquatic Wildlife (Cold Water),Fully Supporting,Meeting criteria
UT-L-14060003-230_00,Big Sand Wash Reservoir,TEMPERATURE,Meeting Criteria,2,Aquatic Wildlife (Cold Water),Fully Supporting,Meeting criteria
UT14050007-002_00,Bitter Creek Lower,TOTAL DISSOLVED SOLIDS (TDS),Cause,5,Agricultural,Not Supporting,Not meeting criteria
UT14050007-002_00,Bitter Creek Lower,DISSOLVED OXYGEN,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT14050007-002_00,Bitter Creek Lower,SELENIUM,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT14050007-002_00,Bitter Creek Lower,BORON,Cause,5,Agricultural,Not Supporting,Not meeting criteria
UT14050007-002_00,Bitter Creek Lower,TEMPERATURE,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT14060010-011_02,Green River-2 Tribs-2,ESCHERICHIA COLI (E. COLI),Cause,5,Domestic Source,Not Supporting,Not meeting criteria
UT14060010-011_02,Green River-2 Tribs-2,ESCHERICHIA COLI (E. COLI),Cause,5,Recreation and Aesthetics (Frequent Primary Contact),Not Supporting,Not meeting criteria
UT14060010-011_02,Green River-2 Tribs-2,ESCHERICHIA COLI (E. COLI),Cause,5,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria
UT-L-16020201-004_01,Utah Lake other than Provo Bay,PCBS IN FISH TISSUE,Cause,5,Aquatic Wildlife (Warm Water),Not Supporting,Not meeting criteria
UT-L-16020201-004_01,Utah Lake other than Provo Bay,TOTAL DISSOLVED SOLIDS (TDS),Cause,5,Agricultural,Not Supporting,Not meeting criteria
UT-L-16020201-004_01,Utah Lake other than Provo Bay,ESCHERICHIA COLI (E. COLI),Cause,5,Recreation and Aesthetics (Frequent Primary Contact),Not Supporting,Not meeting criteria
UT-L-16020201-004_01,Utah Lake other than Provo Bay,"PHOSPHORUS, TOTAL",Cause,5,Aquatic Wildlife (Warm Water),Not Supporting,Not meeting criteria
UT-L-16020201-004_01,Utah Lake other than Provo Bay,EUTROPHICATION,Cause,5,Aquatic Wildlife (Warm Water),Not Supporting,Not meeting criteria
UT-L-16020201-004_01,Utah Lake other than Provo Bay,HARMFUL ALGAL BLOOMS,Cause,5,Recreation and Aesthetics (Frequent Primary Contact),Not Supporting,Not meeting criteria
UT14030001-005_00,Colorado River-5,SELENIUM,Cause,4A,Aquatic Wildlife (Warm Water),Not Supporting,Not meeting criteria
UT14060004-004_00,Stawberry River-2,ARSENIC,Cause,5,Domestic Source,Not Supporting,Not meeting criteria
UT16010101-005_00,Otter Creek,ESCHERICHIA COLI (E. COLI),Cause,5,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria
UT16020204-001_02,North Canyon Creek,DISSOLVED OXYGEN,Meeting Criteria,2,"Aquatic Wildlife (Waterfowl, Shorebirds, and Other)",Not Supporting,Meeting criteria
UT16020204-001_02,North Canyon Creek,BENTHIC MACROINVERTEBRATES BIOASSESSMENTS,Cause,5,"Aquatic Wildlife (Waterfowl, Shorebirds, and Other)",Not Supporting,Not meeting criteria
UT16020204-001_02,North Canyon Creek,ESCHERICHIA COLI (E. COLI),Meeting Criteria,2,Recreation and Aesthetics (Infrequent Primary Contact),Fully Supporting,Meeting criteria
UT16020204-001_02,North Canyon Creek,COPPER,Cause,5,"Aquatic Wildlife (Waterfowl, Shorebirds, and Other)",Not Supporting,Not meeting criteria
UT16020204-001_02,North Canyon Creek,TOTAL DISSOLVED SOLIDS (TDS),Meeting Criteria,2,"Aquatic Wildlife (Waterfowl, Shorebirds, and Other)",Not Supporting,Meeting criteria
UT16020203-010_00,Main Creek-2,ESCHERICHIA COLI (E. COLI),Cause,5,Domestic Source,Not Supporting,Not meeting criteria
UT16020203-010_00,Main Creek-2,ESCHERICHIA COLI (E. COLI),Cause,5,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria
UT16020102-026_03,Toll Canyon,"PHOSPHORUS, TOTAL",Cause,4A,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT16020102-026_03,Toll Canyon,BENTHIC MACROINVERTEBRATES BIOASSESSMENTS,Meeting Criteria,2,Aquatic Wildlife (Cold Water),Not Supporting,Meeting criteria
UT16020102-026_03,Toll Canyon,TOTAL DISSOLVED SOLIDS (TDS),Cause,5,Agricultural,Not Supporting,Not meeting criteria
UT16020102-026_03,Toll Canyon,TEMPERATURE,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT14060003-003_00,Uinta River-1,TOTAL DISSOLVED SOLIDS (TDS),Cause,4A,Agricultural,Not Supporting,Not meeting criteria
UT16020101-026_00,Smith Morehouse River-1,COPPER,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT14060003-011_00,Whiterocks River Lower,ALUMINUM,Meeting Criteria,2,Aquatic Wildlife (Cold Water),Fully Supporting,Meeting criteria
UT16030003-003_00,Salina Creek-1,TOTAL DISSOLVED SOLIDS (TDS),Cause,4A,Agricultural,Not Supporting,Not meeting criteria
UT14070002-008_00,Ivie Creek Lower,TOTAL DISSOLVED SOLIDS (TDS),Cause,4A,Agricultural,Not Supporting,Not meeting criteria
UT14070002-008_00,Ivie Creek Lower,BORON,Cause,5,Agricultural,Not Supporting,Not meeting criteria
UT14070002-008_00,Ivie Creek Lower,TEMPERATURE,Cause,5,Aquatic Wildlife (Non-game Fish and Other),Not Supporting,Not meeting criteria
UT16020204-033_00,Emigration Creek Lower,ESCHERICHIA COLI (E. COLI),Cause,4A,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria
UT14080201-009_00,San Juan River-2,THALLIUM,Cause,5,Domestic Source,Not Supporting,Not meeting criteria
UT14080201-009_00,San Juan River-2,ESCHERICHIA COLI (E. COLI),Cause,5,Domestic Source,Not Supporting,Not meeting criteria
UT14080201-009_00,San Juan River-2,ESCHERICHIA COLI (E. COLI),Cause,5,Recreation and Aesthetics (Frequent Primary Contact),Not Supporting,Not meeting criteria
UT14080201-009_00,San Juan River-2,ALUMINUM,Meeting Criteria,2,Aquatic Wildlife (Warm Water),Not Supporting,Meeting criteria
UT14080201-009_00,San Juan River-2,CADMIUM,Cause,5,Aquatic Wildlife (Warm Water),Not Supporting,Not meeting criteria
UT14080201-009_00,San Juan River-2,LEAD,Cause,5,Aquatic Wildlife (Warm Water),Not Supporting,Not meeting criteria
UT14080201-009_00,San Juan River-2,IRON,Cause,5,Aquatic Wildlife (Warm Water),Not Supporting,Not meeting criteria
UT14080201-009_00,San Juan River-2,BENTHIC MACROINVERTEBRATES BIOASSESSMENTS,Cause,5,Aquatic Wildlife (Warm Water),Not Supporting,Not meeting criteria
UT14040106-003_00,West Fork Beaver Creek,ALUMINUM,Meeting Criteria,2,Aquatic Wildlife (Cold Water),Fully Supporting,Meeting criteria
UT-L-16030003-006_00,Manning Meadow Reservoir,PH,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT-L-16030003-006_00,Manning Meadow Reservoir,"PHOSPHORUS, TOTAL",Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT-L-16030003-006_00,Manning Meadow Reservoir,HARMFUL ALGAL BLOOMS,Cause,5,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria
UT16030003-017_00,Sevier River-6,TEMPERATURE,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT14030005-011_00,Pack Creek,TEMPERATURE,Cause,4A,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT14030005-011_00,Pack Creek,SELENIUM,Meeting Criteria,2,Aquatic Wildlife (Cold Water),Not Supporting,Meeting criteria
UT14030005-011_00,Pack Creek,TOTAL DISSOLVED SOLIDS (TDS),Cause,5,Agricultural,Not Supporting,Not meeting criteria
UT14030005-011_00,Pack Creek,ESCHERICHIA COLI (E. COLI),Cause,5,Domestic Source,Not Supporting,Not meeting criteria
UT14030005-011_00,Pack Creek,ESCHERICHIA COLI (E. COLI),Cause,5,Recreation and Aesthetics (Frequent Primary Contact),Not Supporting,Not meeting criteria
UT14030005-011_00,Pack Creek,ESCHERICHIA COLI (E. COLI),Cause,5,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria
UT-L-16020304-003_00,Stansbury Lake,TOTAL DISSOLVED SOLIDS (TDS),Cause,5,Agricultural,Not Supporting,Not meeting criteria
UT14030001-003_00,Westwater Creek,TOTAL DISSOLVED SOLIDS (TDS),Cause,5,Agricultural,Not Supporting,Not meeting criteria
UT14030001-003_00,Westwater Creek,TEMPERATURE,Cause,5,Aquatic Wildlife (Warm Water),Not Supporting,Not meeting criteria
UT16010101-028_00,Yellow Creek,BENTHIC MACROINVERTEBRATES BIOASSESSMENTS,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT-L-16030003-007_00,Sevier Bridge Reservoir (Yuba Lake),HARMFUL ALGAL BLOOMS,Cause,5,Recreation and Aesthetics (Frequent Primary Contact),Not Supporting,Not meeting criteria
UT-L-15010008-001_00,Gunlock Reservoir,"PHOSPHORUS, TOTAL",Cause,4A,Aquatic Wildlife (Warm Water),Not Supporting,Not meeting criteria
UT-L-15010008-001_00,Gunlock Reservoir,DISSOLVED OXYGEN,Meeting Criteria,2,Aquatic Wildlife (Warm Water),Not Supporting,Meeting criteria
UT-L-16030002-007_00,Pine Lake,PH,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT-L-16010202-013_00,Newton Reservoir,DISSOLVED OXYGEN,Cause,4A,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT-L-16010202-013_00,Newton Reservoir,"PHOSPHORUS, TOTAL",Cause,4A,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT-L-16010202-013_00,Newton Reservoir,TEMPERATURE,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT14060007-001_00,White River-Colton,NUTRIENT/EUTROPHICATION BIOLOGICAL INDICATORS,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Threatened
UT-L-14070003-027_00,Donkey Reservoir,PH,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT16010101-010_00,Birch Creek - Bear,BENTHIC MACROINVERTEBRATES BIOASSESSMENTS,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT16020102-046_00,Stone Creek-1,TEMPERATURE,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT16020102-046_00,Stone Creek-1,PH,Cause,5,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria
UT16020102-046_00,Stone Creek-1,PH,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT16020102-046_00,Stone Creek-1,PH,Cause,5,Agricultural,Not Supporting,Not meeting criteria
UT16020102-046_00,Stone Creek-1,ESCHERICHIA COLI (E. COLI),Cause,5,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria
UT16020102-046_00,Stone Creek-1,COPPER,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT14060007-010_00,Miller Creek,TOTAL DISSOLVED SOLIDS (TDS),Cause,5,Agricultural,Not Supporting,Not meeting criteria
UT16020102-040_00,Steed Creek,ALUMINUM,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT16020102-040_00,Steed Creek,PH,Cause,5,Domestic Source,Not Supporting,Not meeting criteria
UT16020102-040_00,Steed Creek,PH,Cause,5,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria
UT16020102-040_00,Steed Creek,PH,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT16020102-040_00,Steed Creek,PH,Cause,5,Agricultural,Not Supporting,Not meeting criteria
UT-L-14060010-001_00,Pelican Lake,"PHOSPHORUS, TOTAL",Cause,5,Aquatic Wildlife (Warm Water),Not Supporting,Not meeting criteria
UT-L-14060010-001_00,Pelican Lake,PH,Cause,5,Aquatic Wildlife (Warm Water),Not Supporting,Not meeting criteria
UT16020204-022_00,Little Cottonwood Creek-2,ZINC,Cause,4A,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT16020204-022_00,Little Cottonwood Creek-2,PH,Cause,5,Domestic Source,Not Supporting,Not meeting criteria
UT16020204-022_00,Little Cottonwood Creek-2,PH,Cause,5,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria
UT16020204-022_00,Little Cottonwood Creek-2,PH,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT16020204-022_00,Little Cottonwood Creek-2,CADMIUM,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT16020204-022_00,Little Cottonwood Creek-2,COPPER,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT14060004-010_00,Strawberry River-3,BENTHIC MACROINVERTEBRATES BIOASSESSMENTS,Meeting Criteria,2,Aquatic Wildlife (Cold Water),Fully Supporting,Meeting criteria
UT16020101-020_01,Silver Creek-1,CADMIUM,Cause,4A,Domestic Source,Not Supporting,Not meeting criteria
UT16020101-020_01,Silver Creek-1,CADMIUM,Cause,4A,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT16020101-020_01,Silver Creek-1,CADMIUM,Cause,4A,Agricultural,Not Supporting,Not meeting criteria
UT16020101-020_01,Silver Creek-1,ZINC,Cause,4A,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT16020101-020_01,Silver Creek-1,ESCHERICHIA COLI (E. COLI),Cause,5,Domestic Source,Not Supporting,Not meeting criteria
UT16020101-020_01,Silver Creek-1,ESCHERICHIA COLI (E. COLI),Cause,5,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria
UT16020101-020_01,Silver Creek-1,PH,Meeting Criteria,2,Domestic Source,Not Supporting,Meeting criteria
UT16020101-020_01,Silver Creek-1,PH,Meeting Criteria,2,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Meeting criteria
UT16020101-020_01,Silver Creek-1,PH,Meeting Criteria,2,Aquatic Wildlife (Cold Water),Not Supporting,Meeting criteria
UT16020101-020_01,Silver Creek-1,PH,Meeting Criteria,2,Agricultural,Not Supporting,Meeting criteria
UT16020101-020_01,Silver Creek-1,NITRATE/NITRITE (NITRITE + NITRATE AS N),Cause,5,Domestic Source,Not Supporting,Not meeting criteria
UT16020101-020_01,Silver Creek-1,TOTAL DISSOLVED SOLIDS (TDS),Cause,5,Agricultural,Not Supporting,Not meeting criteria
UT16020101-020_01,Silver Creek-1,BENTHIC MACROINVERTEBRATES BIOASSESSMENTS,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT16020101-020_01,Silver Creek-1,NITRATE,Meeting Criteria,2,Domestic Source,Not Supporting,Meeting criteria
UT16020101-020_01,Silver Creek-1,ARSENIC,Cause,5,Domestic Source,Not Supporting,Not meeting criteria
UT16020203-002_00,Provo River-2,NUTRIENT/EUTROPHICATION BIOLOGICAL INDICATORS,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT16010101-016_00,Saleratus Creek,DISSOLVED OXYGEN,Cause,4A,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT16010101-016_00,Saleratus Creek,TEMPERATURE,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT16020203-001_00,Provo River-1,BENTHIC MACROINVERTEBRATES BIOASSESSMENTS,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT16020203-001_00,Provo River-1,TEMPERATURE,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT16020203-001_00,Provo River-1,DISSOLVED OXYGEN,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT-L-16010204-033_00,Mantua Reservoir,DISSOLVED OXYGEN,Cause,4A,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT-L-16010204-033_00,Mantua Reservoir,"PHOSPHORUS, TOTAL",Cause,4A,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT-L-16010204-033_00,Mantua Reservoir,PH,Meeting Criteria,2,Aquatic Wildlife (Cold Water),Not Supporting,Meeting criteria
UT-L-16010204-033_00,Mantua Reservoir,TEMPERATURE,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT-L-16010204-033_00,Mantua Reservoir,HARMFUL ALGAL BLOOMS,Cause,5,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria
UT14030005-018_00,Courthouse Wash,DISSOLVED OXYGEN,Cause,5,Aquatic Wildlife (Warm Water),Not Supporting,Not meeting criteria
UT14030005-018_00,Courthouse Wash,TOTAL DISSOLVED SOLIDS (TDS),Cause,5,Agricultural,Not Supporting,Not meeting criteria
UT14030005-018_00,Courthouse Wash,TEMPERATURE,Meeting Criteria,2,Aquatic Wildlife (Warm Water),Not Supporting,Meeting criteria
UT16020203-027_00,Spring Creek-Heber,ESCHERICHIA COLI (E. COLI),Cause,4A,Domestic Source,Not Supporting,Not meeting criteria
UT16020203-027_00,Spring Creek-Heber,ESCHERICHIA COLI (E. COLI),Cause,4A,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria
UT16020203-027_00,Spring Creek-Heber,PH,Cause,5,Domestic Source,Not Supporting,Not meeting criteria
UT16020203-027_00,Spring Creek-Heber,PH,Cause,5,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria
UT16020203-027_00,Spring Creek-Heber,PH,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT16020203-027_00,Spring Creek-Heber,PH,Cause,5,Agricultural,Not Supporting,Not meeting criteria
UT-L-16020203-003_00,Jordanelle Reservoir,PH,Meeting Criteria,2,Aquatic Wildlife (Cold Water),Fully Supporting,Meeting criteria
UT16020201-012_00,Mill Race Creek-1,BENTHIC MACROINVERTEBRATES BIOASSESSMENTS,Cause,5,Aquatic Wildlife (Warm Water),Not Supporting,Not meeting criteria
UT16020201-012_00,Mill Race Creek-1,ESCHERICHIA COLI (E. COLI),Cause,5,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria
UT14060004-007_00,Red Creek Middle,BENTHIC MACROINVERTEBRATES BIOASSESSMENTS,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT-L-16030002-011_00,Koosharem Reservoir,DISSOLVED OXYGEN,Cause,4A,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT-L-16030002-011_00,Koosharem Reservoir,"PHOSPHORUS, TOTAL",Cause,4A,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT-L-16030002-011_00,Koosharem Reservoir,TEMPERATURE,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT-L-16030002-011_00,Koosharem Reservoir,PH,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT16010201-001_00,Bear Lake West,BENTHIC MACROINVERTEBRATES BIOASSESSMENTS,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT16030006-002_00,Pinto Creek,DISSOLVED OXYGEN,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT16030006-002_00,Pinto Creek,ESCHERICHIA COLI (E. COLI),Cause,5,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria
UT16030006-002_00,Pinto Creek,ALUMINUM,Meeting Criteria,2,Aquatic Wildlife (Cold Water),Not Supporting,Meeting criteria
UT16030006-002_00,Pinto Creek,TEMPERATURE,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT15010003-001_00,Cottonwood Canyon,DISSOLVED OXYGEN,Cause,5,Aquatic Wildlife (Non-game Fish and Other),Not Supporting,Not meeting criteria
UT15010003-001_00,Cottonwood Canyon,TEMPERATURE,Cause,5,Aquatic Wildlife (Non-game Fish and Other),Not Supporting,Not meeting criteria
UT14030004-001_00,Dolores River,TOTAL DISSOLVED SOLIDS (TDS),Cause,5,Agricultural,Not Supporting,Not meeting criteria
UT14030004-001_00,Dolores River,TEMPERATURE,Cause,5,Aquatic Wildlife (Non-game Fish and Other),Not Supporting,Not meeting criteria
UT14030004-001_00,Dolores River,BENTHIC MACROINVERTEBRATES BIOASSESSMENTS,Cause,5,Aquatic Wildlife (Non-game Fish and Other),Not Supporting,Not meeting criteria
UT15010003-005_00,Johnson Wash-2,ZINC,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT15010003-005_00,Johnson Wash-2,PH,Cause,5,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria
UT15010003-005_00,Johnson Wash-2,PH,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT15010003-005_00,Johnson Wash-2,PH,Cause,5,Agricultural,Not Supporting,Not meeting criteria
UT15010003-005_00,Johnson Wash-2,TEMPERATURE,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT15010003-005_00,Johnson Wash-2,COPPER,Meeting Criteria,2,Aquatic Wildlife (Cold Water),Not Supporting,Meeting criteria
UT15010003-005_00,Johnson Wash-2,COPPER,Meeting Criteria,2,Agricultural,Not Supporting,Meeting criteria
UT15010003-005_00,Johnson Wash-2,LEAD,Meeting Criteria,2,Aquatic Wildlife (Cold Water),Not Supporting,Meeting criteria
UT15010003-005_00,Johnson Wash-2,LEAD,Meeting Criteria,2,Agricultural,Not Supporting,Meeting criteria
