ASSESSMENT_UNIT_ID,ASSESSMENT_UNIT_NAME,PARAMETER_CODE_NAME,PARAMETER_STATUS_NAME,USE_NAME,ATTAINMENT_CODE_NAME,PARAMETER_ATTAINMENT,FIRST_LISTED_CYCLE
UT16030002-002_00,Otter Creek-1,PH,Cause,Agricultural,Not Supporting,Not meeting criteria,2022
UT-L-16030007-025_00,Three Creeks Reservoir,PH,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2006
UT16020101-020_01,Silver Creek-1,NITRATE/NITRITE (NITRITE + NITRATE AS N),Cause,Domestic Source,Not Supporting,Not meeting criteria,2014
UT-L-16010204-033_00,Mantua Reservoir,HARMFUL ALGAL BLOOMS,Cause,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria,2020
UT14080205-001_00,San Juan River-1,IRON,Cause,Aquatic Wildlife (Warm Water),Not Supporting,Not meeting criteria,2022
UT14040106-016_00,Davenport Creek,DISSOLVED OXYGEN,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2022
UT14060009-003_02,Huntington Creek-3-2,TEMPERATURE,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2014
UT16030001-004_00,Bear Creek,TEMPERATURE,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2014
UT16020102-046_00,Stone Creek-1,TEMPERATURE,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2014
UT14070007-001_00,Paria River-1,TEMPERATURE,Cause,Aquatic Wildlife (Non-game Fish and Other),Not Supporting,Not meeting criteria,2008
UT16020204-019_00,Big Cottonwood Creek-1,BENTHIC MACROINVERTEBRATES BIOASSESSMENTS,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2014
UT14050007-002_00,Bitter Creek Lower,TEMPERATURE,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2014
UT16020204-022_00,Little Cottonwood Creek-2,COPPER,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2014
UT14060008-007_00,Ten Mile Canyon - Grand,DISSOLVED OXYGEN,Cause,Aquatic Wildlife (Warm Water),Not Supporting,Not meeting criteria,2014
UT14070003-009_00,Pleasant Creek-1,TEMPERATURE,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2016
UT-L-16030001-011_00,Piute Reservoir,TEMPERATURE,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2008
UT16020204-001_02,North Canyon Creek,TOTAL DISSOLVED SOLIDS (TDS),Meeting Criteria,"Aquatic Wildlife (Waterfowl, Shorebirds, and Other)",Not Supporting,Meeting criteria,
UT16020202-008_00,Diamond Fork-3,ESCHERICHIA COLI (E. COLI),Cause,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria,2022
UT16020204-004_00,Jordan River-4,ESCHERICHIA COLI (E. COLI),Cause,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria,2014
UT14060009-003_01,Huntington Creek-3-1,PH,Cause,Domestic Source,Not Supporting,Not meeting criteria,2014
UT14060009-003_01,Huntington Creek-3-1,PH,Cause,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria,2014
UT14060009-003_01,Huntington Creek-3-1,PH,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2014
UT14060009-003_01,Huntington Creek-3-1,PH,Cause,Agricultural,Not Supporting,Not meeting criteria,2014
UT-L-14060010-008_00,Red Fleet Reservoir,TEMPERATURE,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2010
UT16020102-006_00,North Fork Ogden River,NUTRIENT/EUTROPHICATION BIOLOGICAL INDICATORS,Meeting Criteria,Aquatic Wildlife (Cold Water),Fully Supporting,Meeting criteria,
UT16020101-020_01,Silver Creek-1,ARSENIC,Cause,Domestic Source,Not Supporting,Not meeting criteria,2006
UT14060005-002_00,Pariette Draw Creek,TEMPERATURE,Meeting Criteria,Aquatic Wildlife (Warm Water),Not Supporting,Meeting criteria,
UT16010101-028_00,Yellow Creek,BENTHIC MACROINVERTEBRATES BIOASSESSMENTS,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2008
UT14070003-005_00,Fremont River-2,PH,Cause,Domestic Source,Not Supporting,Not meeting criteria,2014
UT14070003-005_00,Fremont River-2,PH,Cause,Recreation and Aesthetics (Frequent Primary Contact),Not Supporting,Not meeting criteria,2014
UT14070003-005_00,Fremont River-2,PH,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2014
UT14070003-005_00,Fremont River-2,PH,Cause,Agricultural,Not Supporting,Not meeting criteria,2014
UT16020202-027_00,Beer Creek,ESCHERICHIA COLI (E. COLI),Cause,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria,2020
UT16030004-009_00,San Pitch-5,TEMPERATURE,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2020
UT15010003-003_00,Kanab Creek-2,SELENIUM,Cause,Aquatic Wildlife (Non-game Fish and Other),Not Supporting,Not meeting criteria,2016
UT15010003-003_00,Kanab Creek-2,SELENIUM,Cause,Agricultural,Not Supporting,Not meeting criteria,2016
UT14070003-001_00,Johnson Valley,DISSOLVED OXYGEN,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2022
UT14060010-003_00,Brush Creek,ESCHERICHIA COLI (E. COLI),Cause,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria,2014
UT15010008-004_00,Virgin River-2,BORON,Cause,Agricultural,Not Supporting,Not meeting criteria,2008
UT-L-16020201-004_02,Provo Bay portion of Utah Lake,PH,Cause,Aquatic Wildlife (Warm Water),Not Supporting,Not meeting criteria,2016
UT14060010-011_01,Green River-2 Tribs-1,ESCHERICHIA COLI (E. COLI),Cause,Domestic Source,Not Supporting,Not meeting criteria,2014
UT14060010-011_01,Green River-2 Tribs-1,ESCHERICHIA COLI (E. COLI),Cause,Recreation and Aesthetics (Frequent Primary Contact),Not Supporting,Not meeting criteria,2014
UT-L-14070003-044_00,Lower Bowns Reservoir,"AMMONIA, TOTAL",Meeting Criteria,Aquatic Wildlife (Cold Water),Not Supporting,Meeting criteria,
UT16030002-008_00,Antimony Creek,NUTRIENT/EUTROPHICATION BIOLOGICAL INDICATORS,Insufficient Information,Aquatic Wildlife (Cold Water),Fully Supporting,Not enough information,
UT15010003-005_00,Johnson Wash-2,PH,Cause,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria,2022
UT15010003-005_00,Johnson Wash-2,PH,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2022
UT15010003-005_00,Johnson Wash-2,PH,Cause,Agricultural,Not Supporting,Not meeting criteria,2022
UT16030001-007_00,Sevier River-2,BENTHIC MACROINVERTEBRATES BIOASSESSMENTS,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2014
UT-L-16030003-006_00,Manning Meadow Reservoir,"PHOSPHORUS, TOTAL",Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,1994
UT16010203-008_00,Spring Creek-Hyrum,BENTHIC MACROINVERTEBRATES BIOASSESSMENTS,Meeting Criteria,Aquatic Wildlife (Cold Water),Not Supporting,Meeting criteria,
UT16010203-008_00,Spring Creek-Hyrum,BENTHIC MACROINVERTEBRATES BIOASSESSMENTS,Meeting Criteria,Aquatic Wildlife (Warm Water),Fully Supporting,Meeting criteria,
UT16010203-008_00,Spring Creek-Hyrum,BENTHIC MACROINVERTEBRATES BIOASSESSMENTS,Meeting Criteria,"Aquatic Wildlife (Waterfowl, Shorebirds, and Other)",Not Supporting,Meeting criteria,
UT14050007-005_00,Bitter Creek Upper,TOTAL DISSOLVED SOLIDS (TDS),Cause,Agricultural,Not Supporting,Not meeting criteria,2014
UT14080201-009_00,San Juan River-2,BENTHIC MACROINVERTEBRATES BIOASSESSMENTS,Cause,Aquatic Wildlife (Warm Water),Not Supporting,Not meeting criteria,2020
UT-L-14040106-034_00,Calder Reservoir,"AMMONIA, TOTAL",Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2020
UT14060005-002_00,Pariette Draw Creek,DISSOLVED OXYGEN,Cause,Aquatic Wildlife (Warm Water),Not Supporting,Not meeting criteria,2020
UT14060005-002_00,Pariette Draw Creek,DISSOLVED OXYGEN,Cause,"Aquatic Wildlife (Waterfowl, Shorebirds, and Other)",Not Supporting,Not meeting criteria,2020
UT16020203-006_02,Provo River-6-2,ZINC,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2014
UT16020201-008_00,Jordan River-8,TOTAL DISSOLVED SOLIDS (TDS),Cause,Agricultural,Not Supporting,Not meeting criteria,2006
UT16010101-001_00,Bear River West,TEMPERATURE,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2020
UT14080201-009_00,San Juan River-2,IRON,Cause,Aquatic Wildlife (Warm Water),Not Supporting,Not meeting criteria,2016
UT14060004-011_00,Timber Canyon Creek,ARSENIC,Cause,Domestic Source,Not Supporting,Not meeting criteria,2014
UT14060004-014_00,Strawberry River Upper,NUTRIENT/EUTROPHICATION BIOLOGICAL INDICATORS,Meeting Criteria,Aquatic Wildlife (Cold Water),Fully Supporting,Meeting criteria,
UT14060009-013_00,San Rafael Upper,BENTHIC MACROINVERTEBRATES BIOASSESSMENTS,Meeting Criteria,Aquatic Wildlife (Non-game Fish and Other),Fully Supporting,Meeting criteria,
UT16020102-001_00,Weber River-1,"AMMONIA, TOTAL",Meeting Criteria,Aquatic Wildlife (Non-game Fish and Other),Not Supporting,Meeting criteria,
UT16020102-001_00,Weber River-1,"AMMONIA, TOTAL",Meeting Criteria,"Aquatic Wildlife (Waterfowl, Shorebirds, and Other)",Not Supporting,Meeting criteria,
UT14060009-004_01,Huntington Creek-2,TEMPERATURE,Meeting Criteria,Aquatic Wildlife (Cold Water),Not Supporting,Meeting criteria,
UT15010010-001_00,Virgin River-1,TEMPERATURE,Cause,Aquatic Wildlife (Warm Water),Not Supporting,Not meeting criteria,2006
UT16030004-005_01,San Pitch-3-1,PH,Meeting Criteria,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Meeting criteria,
UT16030004-005_01,San Pitch-3-1,PH,Meeting Criteria,Aquatic Wildlife (Non-game Fish and Other),Not Supporting,Meeting criteria,
UT16030004-005_01,San Pitch-3-1,PH,Meeting Criteria,"Aquatic Wildlife (Waterfowl, Shorebirds, and Other)",Not Supporting,Meeting criteria,
UT16030004-005_01,San Pitch-3-1,PH,Meeting Criteria,Agricultural,Not Supporting,Meeting criteria,
UT14080201-011_00,Comb Wash,BENTHIC MACROINVERTEBRATES BIOASSESSMENTS,Cause,Aquatic Wildlife (Warm Water),Not Supporting,Not meeting criteria,2020
UT16020101-015_00,East Fork Chalk Creek,PH,Meeting Criteria,Domestic Source,Fully Supporting,Meeting criteria,
UT16020101-015_00,East Fork Chalk Creek,PH,Meeting Criteria,Recreation and Aesthetics (Infrequent Primary Contact),Fully Supporting,Meeting criteria,
UT16020101-015_00,East Fork Chalk Creek,PH,Meeting Criteria,Aquatic Wildlife (Cold Water),Fully Supporting,Meeting criteria,
UT16020101-015_00,East Fork Chalk Creek,PH,Meeting Criteria,Agricultural,Fully Supporting,Meeting criteria,
UT16010101-007_00,Big Creek,TOTAL DISSOLVED SOLIDS (TDS),Meeting Criteria,Agricultural,Fully Supporting,Meeting criteria,
UT14060004-007_00,Red Creek Middle,BENTHIC MACROINVERTEBRATES BIOASSESSMENTS,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2020
UT-L-14040106-033_00,Matt Warner Reservoir,HARMFUL ALGAL BLOOMS,Cause,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria,2020
UT14060005-004_00,Range Creek Upper,DISSOLVED OXYGEN,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2016
UT16020102-046_00,Stone Creek-1,COPPER,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2014
UT16020203-005_00,Provo River-5,ALUMINUM,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2016
UT16010204-003_00,Bear River-1,BENTHIC MACROINVERTEBRATES BIOASSESSMENTS,Cause,Aquatic Wildlife (Warm Water),Not Supporting,Not meeting criteria,2010
UT16030003-018_00,Clear Creek-I70,TEMPERATURE,Meeting Criteria,Aquatic Wildlife (Cold Water),Not Supporting,Meeting criteria,
UT16030003-006_00,Salina Creek-2,ESCHERICHIA COLI (E. COLI),Cause,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria,2022
UT14030005-011_00,Pack Creek,SELENIUM,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2010
UT16010202-015_00,Clay Slough,DISSOLVED OXYGEN,Cause,Aquatic Wildlife (Warm Water),Not Supporting,Not meeting criteria,2012
UT16010202-015_00,Clay Slough,DISSOLVED OXYGEN,Cause,"Aquatic Wildlife (Waterfowl, Shorebirds, and Other)",Not Supporting,Not meeting criteria,2012
UT14030001-001_00,Cottonwood Wash,TOTAL DISSOLVED SOLIDS (TDS),Cause,Agricultural,Not Supporting,Not meeting criteria,2020
UT14070007-005_00,Paria River-3,TOTAL DISSOLVED SOLIDS (TDS),Cause,Agricultural,Not Supporting,Not meeting criteria,2014
UT16030003-027_00,Peterson Creek,COPPER,Meeting Criteria,Aquatic Wildlife (Non-game Fish and Other),Not Supporting,Meeting criteria,
UT16030003-027_00,Peterson Creek,COPPER,Meeting Criteria,"Aquatic Wildlife (Waterfowl, Shorebirds, and Other)",Fully Supporting,Meeting criteria,
UT14060009-004_01,Huntington Creek-2,PH,Cause,Domestic Source,Not Supporting,Not meeting criteria,2014
UT14060009-004_01,Huntington Creek-2,PH,Cause,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria,2014
UT14060009-004_01,Huntington Creek-2,PH,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2014
UT14060009-004_01,Huntington Creek-2,PH,Cause,Agricultural,Not Supporting,Not meeting criteria,2014
UT16020204-001_01,Jordan River-1,COPPER,Meeting Criteria,Aquatic Wildlife (Warm Water),Not Supporting,Meeting criteria,
UT16020204-001_01,Jordan River-1,COPPER,Meeting Criteria,"Aquatic Wildlife (Waterfowl, Shorebirds, and Other)",Not Supporting,Meeting criteria,
UT14070002-007_00,Quitchipah Creek Lower,BENTHIC MACROINVERTEBRATES BIOASSESSMENTS,Cause,Aquatic Wildlife (Non-game Fish and Other),Not Supporting,Not meeting criteria,2010
UT16010101-021_00,Bear River-6,ALUMINUM,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2020
UT16010101-009_00,Bear River-5,TEMPERATURE,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2020
UT14060009-009_00,Ferron Creek Upper,ESCHERICHIA COLI (E. COLI),Cause,Domestic Source,Not Supporting,Not meeting criteria,2022
UT14060009-009_00,Ferron Creek Upper,ESCHERICHIA COLI (E. COLI),Cause,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria,2022
UT16020204-020_00,Big Cottonwood Creek-2,CADMIUM,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2014
UT16030004-005_01,San Pitch-3-1,DISSOLVED OXYGEN,Cause,Aquatic Wildlife (Non-game Fish and Other),Not Supporting,Not meeting criteria,2020
UT16030004-005_01,San Pitch-3-1,DISSOLVED OXYGEN,Cause,"Aquatic Wildlife (Waterfowl, Shorebirds, and Other)",Not Supporting,Not meeting criteria,2020
UT14060003-012_00,Deep Creek - Uinta,DISSOLVED OXYGEN,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2014
UT14060004-003_02,Starvation Tributaries-2,TEMPERATURE,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2020
UT14060009-003_01,Huntington Creek-3-1,DISSOLVED OXYGEN,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2014
UT-L-14070003-044_00,Lower Bowns Reservoir,"PHOSPHORUS, TOTAL",Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2012
UT16020304-001_00,Vernon Creek,PH,Cause,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria,2014
UT16020304-001_00,Vernon Creek,PH,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2014
UT16020304-001_00,Vernon Creek,PH,Cause,Agricultural,Not Supporting,Not meeting criteria,2014
UT14040106-009_00,Birch Spring Draw,TOTAL DISSOLVED SOLIDS (TDS),Cause,Agricultural,Not Supporting,Not meeting criteria,2012
UT14040106-021_00,Pot Creek,ALUMINUM,Meeting Criteria,Aquatic Wildlife (Cold Water),Not Supporting,Meeting criteria,
UT15010008-010_00,La Verkin Creek,BENTHIC MACROINVERTEBRATES BIOASSESSMENTS,Cause,Aquatic Wildlife (Warm Water),Not Supporting,Not meeting criteria,2016
UT15010008-003_00,Santa Clara-3,NUTRIENT/EUTROPHICATION BIOLOGICAL INDICATORS,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Threatened,2022
UT14040106-014_00,Cart Creek,TEMPERATURE,Meeting Criteria,Aquatic Wildlife (Cold Water),Not Supporting,Meeting criteria,
UT14070002-003_00,Saleratus Creek - Emery,BENTHIC MACROINVERTEBRATES BIOASSESSMENTS,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2020
UT16020204-001_01,Jordan River-1,ESCHERICHIA COLI (E. COLI),Meeting Criteria,Recreation and Aesthetics (Infrequent Primary Contact),Fully Supporting,Meeting criteria,
UT14060004-015_00,Currant Creek Upper,NUTRIENT/EUTROPHICATION BIOLOGICAL INDICATORS,Meeting Criteria,Aquatic Wildlife (Cold Water),Not Supporting,Meeting criteria,
UT14070006-001_00,Wahweap Creek,TOTAL DISSOLVED SOLIDS (TDS),Cause,Agricultural,Not Supporting,Not meeting criteria,2014
UT16030003-018_00,Clear Creek-I70,ALUMINUM,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2014
UT14080201-009_00,San Juan River-2,THALLIUM,Cause,Domestic Source,Not Supporting,Not meeting criteria,2022
UT16010101-002_00,Six Mile Creek - Bear,DISSOLVED OXYGEN,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2020
UT16030003-010_00,Lost Creek3-Salina,DISSOLVED OXYGEN,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2022
UT-L-16020201-004_02,Provo Bay portion of Utah Lake,"AMMONIA, TOTAL",Cause,Aquatic Wildlife (Warm Water),Not Supporting,Not meeting criteria,2016
UT15010008-003_00,Santa Clara-3,ALUMINUM,Meeting Criteria,Aquatic Wildlife (Cold Water),Not Supporting,Meeting criteria,
UT14070005-007_00,Calf Creek,TEMPERATURE,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2008
UT14050007-002_00,Bitter Creek Lower,SELENIUM,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2014
UT16020204-023_00,Bingham Creek,TOTAL DISSOLVED SOLIDS (TDS),Cause,Agricultural,Not Supporting,Not meeting criteria,2014
UT14060004-002_00,Indian Canyon Creek,BORON,Cause,Agricultural,Not Supporting,Not meeting criteria,2008
UT14060003-008_00,Lake Fork-1,TEMPERATURE,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2000
UT16030007-002_00,Beaver River-2,ESCHERICHIA COLI (E. COLI),Cause,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria,2016
UT16010204-008_02,Bear River-2-2,BENTHIC MACROINVERTEBRATES BIOASSESSMENTS,Cause,Aquatic Wildlife (Warm Water),Not Supporting,Not meeting criteria,2008
UT16020102-035_00,Holmes Creek-1,PH,Cause,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria,2022
UT16020102-035_00,Holmes Creek-1,PH,Cause,Aquatic Wildlife (Warm Water),Not Supporting,Not meeting criteria,2022
UT16020102-035_00,Holmes Creek-1,PH,Cause,Agricultural,Not Supporting,Not meeting criteria,2022
UT-L-16030006-008_00,Newcastle Reservoir,MERCURY IN FISH TISSUE,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2010
UT14060010-003_00,Brush Creek,SELENIUM,Cause,Aquatic Wildlife (Warm Water),Not Supporting,Not meeting criteria,2004
UT15010003-005_00,Johnson Wash-2,LEAD,Meeting Criteria,Aquatic Wildlife (Cold Water),Not Supporting,Meeting criteria,
UT15010003-005_00,Johnson Wash-2,LEAD,Meeting Criteria,Agricultural,Not Supporting,Meeting criteria,
UT16020102-026_02,Murnin Creek,BENTHIC MACROINVERTEBRATES BIOASSESSMENTS,Meeting Criteria,Aquatic Wildlife (Cold Water),Not Supporting,Meeting criteria,
UT-L-16020304-003_00,Stansbury Lake,TOTAL DISSOLVED SOLIDS (TDS),Cause,Agricultural,Not Supporting,Not meeting criteria,2016
UT16020102-026_03,Toll Canyon,BENTHIC MACROINVERTEBRATES BIOASSESSMENTS,Meeting Criteria,Aquatic Wildlife (Cold Water),Not Supporting,Meeting criteria,
UT14060009-009_00,Ferron Creek Upper,NUTRIENT/EUTROPHICATION BIOLOGICAL INDICATORS,Meeting Criteria,Aquatic Wildlife (Cold Water),Fully Supporting,Meeting criteria,
UT16020204-021_00,Little Cottonwood Creek-1,TOTAL DISSOLVED SOLIDS (TDS),Cause,Agricultural,Not Supporting,Not meeting criteria,2006
UT-L-16030006-002_00,Upper Enterprise Reservoir,TEMPERATURE,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2012
UT16030006-002_00,Pinto Creek,TEMPERATURE,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2014
UT16020102-053_00,Baer Creek-1,COPPER,Cause,Aquatic Wildlife (Non-game Fish and Other),Not Supporting,Not meeting criteria,2022
UT16030002-003_00,Otter Creek-3,TEMPERATURE,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2022
UT14060007-003_00,Price River-1,BENTHIC MACROINVERTEBRATES BIOASSESSMENTS,Meeting Criteria,Aquatic Wildlife (Cold Water),Not Supporting,Meeting criteria,
UT-L-16030001-011_00,Piute Reservoir,"PHOSPHORUS, TOTAL",Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2006
UT16030001-014_00,Threemile Creek,PH,Cause,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria,2022
UT16030001-014_00,Threemile Creek,PH,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2022
UT16030001-014_00,Threemile Creek,PH,Cause,Agricultural,Not Supporting,Not meeting criteria,2022
UT14070005-012_00,Escalante River Upper,BENTHIC MACROINVERTEBRATES BIOASSESSMENTS,Cause,Aquatic Wildlife (Warm Water),Not Supporting,Not meeting criteria,2008
UT16020204-035_00,Red Butte Creek Lower,DISSOLVED OXYGEN,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2022
UT14070003-001_00,Johnson Valley,TEMPERATURE,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2022
UT14060003-002_00,Duchesne River-2,BORON,Cause,Agricultural,Not Supporting,Not meeting criteria,2016
UT-L-14060004-004_00,Lake Canyon Lake,ARSENIC,Cause,Domestic Source,Not Supporting,Not meeting criteria,2016
UT14070002-008_00,Ivie Creek Lower,TEMPERATURE,Cause,Aquatic Wildlife (Non-game Fish and Other),Not Supporting,Not meeting criteria,2016
UT16020201-017_00,Currant Creek-Goshen,DISSOLVED OXYGEN,Cause,Aquatic Wildlife (Warm Water),Not Supporting,Not meeting criteria,2022
UT14060010-002_00,Middle Ashley Creek,ALUMINUM,Cause,Aquatic Wildlife (Warm Water),Not Supporting,Not meeting criteria,2014
UT14060009-001_00,Electric Lake Tributaries,NUTRIENT/EUTROPHICATION BIOLOGICAL INDICATORS,Meeting Criteria,Aquatic Wildlife (Cold Water),Fully Supporting,Meeting criteria,
UT16020101-020_02,Silver Creek-2,NITRATE,Cause,Domestic Source,Not Supporting,Not meeting criteria,2014
UT16020202-042_00,Spring Creek-Springville,TEMPERATURE,Meeting Criteria,Aquatic Wildlife (Cold Water),Fully Supporting,Meeting criteria,
UT16020102-001_00,Weber River-1,BENTHIC MACROINVERTEBRATES BIOASSESSMENTS,Cause,Aquatic Wildlife (Non-game Fish and Other),Not Supporting,Not meeting criteria,2008
UT16020102-001_00,Weber River-1,BENTHIC MACROINVERTEBRATES BIOASSESSMENTS,Cause,"Aquatic Wildlife (Waterfowl, Shorebirds, and Other)",Not Supporting,Not meeting criteria,2008
UT-L-14060004-006_00,Starvation Reservoir,TEMPERATURE,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2020
UT14080201-004_00,Johnson Creek,DISSOLVED OXYGEN,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2014
UT16020204-002_00,Jordan River-2,BENTHIC MACROINVERTEBRATES BIOASSESSMENTS,Cause,Aquatic Wildlife (Warm Water),Not Supporting,Not meeting criteria,2008
UT16020102-046_00,Stone Creek-1,ESCHERICHIA COLI (E. COLI),Cause,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria,2016
UT16020102-052_00,Rudd Creek,COPPER,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2022
UT14060004-002_00,Indian Canyon Creek,TOTAL DISSOLVED SOLIDS (TDS),Cause,Agricultural,Not Supporting,Not meeting criteria,1998
UT14060009-007_00,Cottonwood Creek Upper,TEMPERATURE,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2014
UT14060003-021_00,Moon Lake Tributaries,DISSOLVED OXYGEN,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2014
UT16020204-006_02,Big Willow Creek,TOTAL DISSOLVED SOLIDS (TDS),Meeting Criteria,"Aquatic Wildlife (Waterfowl, Shorebirds, and Other)",Not Supporting,Meeting criteria,
UT15010003-003_00,Kanab Creek-2,TOTAL DISSOLVED SOLIDS (TDS),Cause,Agricultural,Not Supporting,Not meeting criteria,2014
UT14080201-005_00,Recapture Creek-1,DISSOLVED OXYGEN,Cause,Aquatic Wildlife (Warm Water),Not Supporting,Not meeting criteria,2020
UT16030007-002_00,Beaver River-2,BENTHIC MACROINVERTEBRATES BIOASSESSMENTS,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2008
UT16020204-034_00,State Canal,"AMMONIA, TOTAL",Cause,Aquatic Wildlife (Warm Water),Not Supporting,Not meeting criteria,2016
UT16020204-034_00,State Canal,"AMMONIA, TOTAL",Cause,"Aquatic Wildlife (Waterfowl, Shorebirds, and Other)",Not Supporting,Not meeting criteria,2016
UT-L-14060004-004_00,Lake Canyon Lake,PH,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2016
UT16020202-035_00,Dry Creek-1,PH,Meeting Criteria,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Meeting criteria,
UT16020202-035_00,Dry Creek-1,PH,Meeting Criteria,Agricultural,Fully Supporting,Meeting criteria,
UT-L-16020201-004_02,Provo Bay portion of Utah Lake,HARMFUL ALGAL BLOOMS,Cause,Recreation and Aesthetics (Frequent Primary Contact),Not Supporting,Not meeting criteria,2020
