Basin,Scenario,HUC_12,Watershed,Ecological_Index,Stressor_Index,Social_Index,RPI_Score
Bear River,2B: Which impaired temperature AUs are most vulnerable to forecasted increases in temperature due to climate change?,160101010803,Rabbitt Creek-Bear River,41.8,36.25,59.167,54.906
Bear River,2B: Which impaired temperature AUs are most vulnerable to forecasted increases in temperature due to climate change?,160102020705,Newton Creek,51,36.375,42.5,52.375
Bear River,2B: Which impaired temperature AUs are most vulnerable to forecasted increases in temperature due to climate change?,160102020706,Cutler Reservoir-Bear River,36.4,37.45,54.167,51.039
Bear River,2B: Which impaired temperature AUs are most vulnerable to forecasted increases in temperature due to climate change?,160102010102,Laketown Canyon,72.7,39.175,28.333,53.953
Bear River,2B: Which impaired temperature AUs are most vulnerable to forecasted increases in temperature due to climate change?,160101010802,Sage Creek-Bear River,55.3,39.6,62.5,59.4
Bear River,2B: Which impaired temperature AUs are most vulnerable to forecasted increases in temperature due to climate change?,160101010804,Sixmile Creek,67.6,42.925,62.5,62.392
Bear River,2B: Which impaired temperature AUs are most vulnerable to forecasted increases in temperature due to climate change?,160101010906,Lower Twin Creek-Bear River,100,43.175,62.5,73.108
Bear River,2B: Which impaired temperature AUs are most vulnerable to forecasted increases in temperature due to climate change?,160101010604,Brazier Canyon-Bear River,28.7,43.75,62.5,49.15
Bear River,2B: Which impaired temperature AUs are most vulnerable to forecasted increases in temperature due to climate change?,160102010103,Big Creek,62,44.175,33.333,50.386
Bear River,2B: Which impaired temperature AUs are most vulnerable to forecasted increases in temperature due to climate change?,160102040502,Mantua Reservoir-Box Elder Creek,49.7,45.35,33.333,45.894
Bear River,2B: Which impaired temperature AUs are most vulnerable to forecasted increases in temperature due to climate change?,160101010501,Upper Saleratus Creek,56,47.6,50,52.8
Bear River,2B: Which impaired temperature AUs are most vulnerable to forecasted increases in temperature due to climate change?,160101010801,Bridger Creek-Bear River,84.5,47.75,62.5,66.417
Bear River,2B: Which impaired temperature AUs are most vulnerable to forecasted increases in temperature due to climate change?,160101010502,Middle Saleratus Creek,70.6,47.975,46.667,56.431
Bear River,2B: Which impaired temperature AUs are most vulnerable to forecasted increases in temperature due to climate change?,160102030105,Hyrum Reservoir-Little Bear River,60.4,48.85,41.667,51.072
Bear River,2B: Which impaired temperature AUs are most vulnerable to forecasted increases in temperature due to climate change?,160101010601,Bear River-Sage Hollow,36.2,49.875,66.667,50.997
Bear River,2B: Which impaired temperature AUs are most vulnerable to forecasted increases in temperature due to climate change?,160101010503,Lower Saleratus Creek,51.6,51.175,46.667,49.031
Bear River,2B: Which impaired temperature AUs are most vulnerable to forecasted increases in temperature due to climate change?,160101010703,Lower Woodruff Creek,90.7,51.575,66.667,68.597
Bear River,2B: Which impaired temperature AUs are most vulnerable to forecasted increases in temperature due to climate change?,160102030403,Deep Canyon-Little Bear River,38.7,51.65,45.833,44.294
Bear River,2B: Which impaired temperature AUs are most vulnerable to forecasted increases in temperature due to climate change?,160101010605,Little Creek,64.9,51.975,62.5,58.475
Bear River,2B: Which impaired temperature AUs are most vulnerable to forecasted increases in temperature due to climate change?,160102030402,Spring Creek,0,52.025,45.833,31.269
Bear River,2B: Which impaired temperature AUs are most vulnerable to forecasted increases in temperature due to climate change?,160101010504,Neponset Reservoir,85.5,52.45,50,61.017
Bear River,2B: Which impaired temperature AUs are most vulnerable to forecasted increases in temperature due to climate change?,160102030304,Tony Grove Creek,74.8,58.625,46.667,54.281
Bear River,2B: Which impaired temperature AUs are most vulnerable to forecasted increases in temperature due to climate change?,160101010303,Whitney Canyon Creek-Bear River,47.4,59.875,50,45.842
Bear River,2C: Which impaired AUs with permitted point sources are predicted to have a decrease in stream flow due to drought?,160102010106,Garden City Canyon-Frontal Bear River,100,22.386,50,75.871
Bear River,2C: Which impaired AUs with permitted point sources are predicted to have a decrease in stream flow due to drought?,160102040502,Mantua Reservoir-Box Elder Creek,62.1,29.457,50,60.881
Bear River,2C: Which impaired AUs with permitted point sources are predicted to have a decrease in stream flow due to drought?,160102040504,Bear River-Frontal Great Salt Lake,77.5,33.186,46.8,63.705
Bear River,2C: Which impaired AUs with permitted point sources are predicted to have a decrease in stream flow due to drought?,160102030307,Card Canyon-Logan River,85.6,35.814,42.067,63.951
Bear River,2C: Which impaired AUs with permitted point sources are predicted to have a decrease in stream flow due to drought?,160102040503,Box Elder Creek-Black Slough,42.3,41.414,50,50.295
Bear River,2C: Which impaired AUs with permitted point sources are predicted to have a decrease in stream flow due to drought?,160102040307,Outlet Malad River,36,49.986,59.533,48.516
Bear River,2C: Which impaired AUs with permitted point sources are predicted to have a decrease in stream flow due to drought?,160102030308,Little Logan River-Logan River,30.8,52,69.033,49.278
Bear River,2C: Which impaired AUs with permitted point sources are predicted to have a decrease in stream flow due to drought?,160102030403,Deep Canyon-Little Bear River,48.4,53.057,64.3,53.214
Bear River,2C: Which impaired AUs with permitted point sources are predicted to have a decrease in stream flow due to drought?,160101010802,Sage Creek-Bear River,69.1,53.514,83.333,66.306
Bear River,2C: Which impaired AUs with permitted point sources are predicted to have a decrease in stream flow due to drought?,160102030209,Millville Canyon-Blacksmith Fork,80.1,54.571,30.967,52.165
Bear River,2C: Which impaired AUs with permitted point sources are predicted to have a decrease in stream flow due to drought?,160102040305,Johnson Canyon-Malad River,65,54.714,50,53.429
Bear River,2C: Which impaired AUs with permitted point sources are predicted to have a decrease in stream flow due to drought?,160102040306,Water Canyon-Malad River,43.2,56.629,59.533,48.701
Bear River,2C: Which impaired AUs with permitted point sources are predicted to have a decrease in stream flow due to drought?,160102020703,Nebo Creek-Bear River,53.7,59,73.8,56.167
Bear River,2C: Which impaired AUs with permitted point sources are predicted to have a decrease in stream flow due to drought?,160102030405,Fourmile Creek-Little Bear River,67.7,63.443,53.2,52.486
Bear River,2C: Which impaired AUs with permitted point sources are predicted to have a decrease in stream flow due to drought?,160102020604,Pullum Hollow-Bear River,33.3,64.5,73.8,47.533
Bear River,2C: Which impaired AUs with permitted point sources are predicted to have a decrease in stream flow due to drought?,160102030402,Spring Creek,0,76.457,64.3,29.281
Bear River,2D: Which impaired watersheds with impaired waters supporting species of greatest conservation need are at risk of greatest temperature change from climate change?,160102010107,North Eden Canyon,100,21.25,32.467,70.406
Bear River,2D: Which impaired watersheds with impaired waters supporting species of greatest conservation need are at risk of greatest temperature change from climate change?,160102010106,Garden City Canyon-Frontal Bear River,79,25.825,33.333,62.169
Bear River,2D: Which impaired watersheds with impaired waters supporting species of greatest conservation need are at risk of greatest temperature change from climate change?,160101010103,Willow Creek-Bear River,73.8,33.6,33.333,57.844
Bear River,2D: Which impaired watersheds with impaired waters supporting species of greatest conservation need are at risk of greatest temperature change from climate change?,160102020703,Nebo Creek-Bear River,26.2,33.675,54.167,48.897
Bear River,2D: Which impaired watersheds with impaired waters supporting species of greatest conservation need are at risk of greatest temperature change from climate change?,160102010102,Laketown Canyon,68.5,35.1,38.167,57.189
Bear River,2D: Which impaired watersheds with impaired waters supporting species of greatest conservation need are at risk of greatest temperature change from climate change?,160102040501,Jim May Canyon-Salt Creek,53.2,36.225,41.667,52.881
Bear River,2D: Which impaired watersheds with impaired waters supporting species of greatest conservation need are at risk of greatest temperature change from climate change?,160102010103,Big Creek,53.2,37.375,33.333,49.719
Bear River,2D: Which impaired watersheds with impaired waters supporting species of greatest conservation need are at risk of greatest temperature change from climate change?,160101010703,Lower Woodruff Creek,94.2,37.875,66.667,74.331
Bear River,2D: Which impaired watersheds with impaired waters supporting species of greatest conservation need are at risk of greatest temperature change from climate change?,160101010602,Upper Big Creek,72,39.075,53.3,62.075
Bear River,2D: Which impaired watersheds with impaired waters supporting species of greatest conservation need are at risk of greatest temperature change from climate change?,160102040504,Bear River-Frontal Great Salt Lake,53.4,40.35,48.233,53.761
Bear River,2D: Which impaired watersheds with impaired waters supporting species of greatest conservation need are at risk of greatest temperature change from climate change?,160102030302,Hells Kitchen Canyon-Logan River,92.9,40.675,50,67.408
Bear River,2D: Which impaired watersheds with impaired waters supporting species of greatest conservation need are at risk of greatest temperature change from climate change?,160102040304,Portage Canyon-Malad River,38.4,40.975,30.7,42.708
Bear River,2D: Which impaired watersheds with impaired waters supporting species of greatest conservation need are at risk of greatest temperature change from climate change?,160102030303,Temple Fork,90.7,41,37.5,62.4
Bear River,2D: Which impaired watersheds with impaired waters supporting species of greatest conservation need are at risk of greatest temperature change from climate change?,160102030305,Right Fork Logan Canyon,83.5,41.3,33.333,58.511
Bear River,2D: Which impaired watersheds with impaired waters supporting species of greatest conservation need are at risk of greatest temperature change from climate change?,160102030304,Tony Grove Creek,71.5,42.425,49.133,59.403
